[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]13[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]21[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]13[/bold green]] [cyan]obtained CPU_1[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]21[/bold green]] [cyan]obtained CPU_2[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]12[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]20[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_2[/bold gold1] [bold green]16[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_3[/bold gold1] [bold green]19[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]11[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]19[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_4[/bold gold1] [bold green]17[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]10[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]18[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]9[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]17[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 4 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]8[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 4 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]16[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 5 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]7[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 5 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]15[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 6 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]6[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 6 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]14[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 7 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]5[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 7 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]13[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 8 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]4[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 8 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]12[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 9 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]3[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 9 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]11[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 10 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]2[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 10 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]10[/bold green]] [cyan]is running in CPU_2[/cyan] 
