[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]6[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]6[/bold green]] [cyan]obtained CPU_1[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]5[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]5[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]5[/bold green]] [cyan]obtained CPU_2[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]4[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]4[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_2[/bold gold1] [bold green]5[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]3[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]3[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_3[/bold gold1] [bold green]5[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_4[/bold gold1] [bold green]5[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]2[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]2[/bold green]] [cyan]is running in CPU_2[/cyan] 
[green]At time: 4 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]1[/bold green]] [cyan]is running in CPU_1[/cyan] 
