[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]4[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]3[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]4[/bold green]] [cyan]obtained CPU_1[/cyan] 
[green]At time: 0 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]3[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_2[/bold gold1] [bold green]4[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 1 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]2[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_3[/bold gold1] [bold green]3[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 2 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]1[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_4[/bold gold1] [bold green]4[/bold green]] [cyan]entered ready queue[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]0[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]3[/bold green]] [cyan]entered wait queue[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]3[/bold green]] [cyan]obtained IO_1[/cyan] 
[green]At time: 3 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]2[/bold green]] [cyan]is running in IO_2[/cyan] 
[green]At time: 4 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]3[/bold green]] [cyan]obtained CPU_1[/cyan] 
[green]At time: 4 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]2[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 4 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]1[/bold green]] [cyan]is running in IO_2[/cyan] 
[green]At time: 5 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]1[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 5 [/green]job [bold gold1][pid_0[/bold gold1] [bold green]0[/bold green]] [cyan]is running in IO_2[/cyan] 
[green]At time: 5 [/green]job [bold gold1][pid_0[/bold gold1] 3]  [red]IO completed and entered ready queue[/red] 
[green]At time: 6 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]0[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 6 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]3[/bold green]] [cyan]entered wait queue[/cyan] 
[green]At time: 6 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]3[/bold green]] [cyan]obtained IO_1[/cyan] 
[green]At time: 6 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]2[/bold green]] [cyan]is running in IO_2[/cyan] 
[green]At time: 7 [/green]job [bold gold1][pid_2[/bold gold1] [bold green]4[/bold green]] [cyan]obtained CPU_1[/cyan] 
[green]At time: 7 [/green]job [bold gold1][pid_2[/bold gold1] [bold green]3[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 7 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]1[/bold green]] [cyan]is running in IO_2[/cyan] 
[green]At time: 8 [/green]job [bold gold1][pid_2[/bold gold1] [bold green]2[/bold green]] [cyan]is running in CPU_1[/cyan] 
[green]At time: 8 [/green]job [bold gold1][pid_1[/bold gold1] [bold green]0[/bold green]] [cyan]is running in IO_2[/cyan] 
[green]At time: 8 [/green]job [bold gold1][pid_1[/bold gold1] 3]  [red]IO completed and entered ready queue[/red] 
[green]At time: 9 [/green]job [bold gold1][pid_2[/bold gold1] [bold green]1[/bold green]] [cyan]is running in CPU_1[/cyan] 
